Polarization of Light 'Brewsters' Data File Thu, Mar 14, 2024 11:07 AM
Sensor Position (Degrees)	Light Intensity (Volts)
190.25000	4.19312
190.28333	4.19118
190.31667	4.19279
190.36667	4.19070
190.43333	4.19360
190.51667	4.19279
190.58333	4.19247
190.63333	4.19118
190.70000	4.19151
190.75000	4.19312
190.83333	3.90187
190.93333	4.05861
191.03333	4.19424
191.11667	3.90251
191.16667	3.50592
191.21667	2.89911
191.26667	2.84370
191.31667	2.55439
191.38333	2.36013
191.45000	1.75139
191.55000	2.29263
191.61667	3.98225
191.63333	4.18458
191.65000	4.18941
191.65000	3.59436
191.66667	2.86464
191.66667	2.81921
191.68333	2.68052
191.68333	3.19792
191.70000	2.92408
191.71667	3.16474
191.73333	3.38366
191.73333	3.47564
191.75000	3.78814
191.76667	3.52670
191.80000	3.39348
191.83333	3.56762
191.88333	3.99482
191.95000	4.18893
191.98333	4.19102
192.01667	4.19038
192.03333	4.19151
192.06667	4.14608
192.08333	4.19521
192.11667	4.18699
192.16667	4.19328
192.21667	4.18861
192.30000	4.19118
192.40000	4.19199
192.46667	4.19038
192.51667	4.19505
192.56667	4.19054
192.60000	4.19070
192.65000	4.19134
192.70000	4.19505
192.73333	4.19489
192.76667	4.19392
192.81667	4.19585
192.85000	4.19489
192.91667	4.06843
193.00000	3.80828
193.11667	4.05136
193.20000	4.03589
193.26667	3.71485
193.31667	3.63962
193.36667	3.65444
193.40000	3.54973
193.46667	3.88689
193.60000	4.19134
193.76667	4.19457
193.91667	4.19344
194.05000	4.18957
194.13333	4.19505
194.20000	4.19457
194.25000	4.19827
194.28333	4.19376
194.35000	4.19134
194.41667	4.19505
194.46667	4.00625
194.51667	1.85932
194.56667	0.73496
194.61667	0.56937
194.68333	0.47530
194.75000	0.42263
194.83333	0.35916
194.90000	0.31583
194.93333	0.31776
194.98333	0.36335
195.00000	0.41747
195.01667	0.45887
195.03333	0.49399
195.06667	0.51477
195.08333	0.62108
195.10000	0.88171
195.13333	1.43648
195.18333	3.33211
195.21667	4.17540
195.28333	4.17797
195.38333	4.18168
195.45000	4.18071
195.53333	4.18426
195.58333	4.18683
195.65000	4.18426
195.73333	4.18248
195.81667	4.18522
195.88333	4.19006
195.98333	4.18683
196.08333	4.19038
196.18333	4.18957
196.26667	4.18748
196.33333	4.19038
196.41667	4.19183
196.50000	4.18748
196.58333	4.18989
196.68333	4.19376
196.78333	4.18925
196.86667	4.19618
196.91667	4.18893
197.00000	4.19215
197.08333	4.18989
197.15000	4.19134
197.21667	4.19215
197.28333	4.19553
197.35000	4.19537
197.41667	4.19231
197.48333	4.19263
197.60000	4.19231
197.73333	4.19698
197.86667	4.19408
197.93333	4.19457
198.00000	4.18989
198.08333	4.19408
198.15000	4.19408
198.21667	4.19392
198.28333	4.19489
198.33333	4.19537
198.36667	4.19440
198.40000	4.19537
198.43333	4.19279
198.46667	4.19473
198.50000	4.19634
198.53333	4.19634
198.56667	4.19457
198.58333	4.19618
198.61667	4.19747
198.66667	4.19763
198.70000	4.19408
198.76667	4.19392
198.83333	4.19618
198.90000	4.19489
198.95000	4.19714
199.00000	4.19183
199.05000	4.19424
199.08333	4.19118
199.13333	4.19585
199.21667	4.19569
199.30000	4.19553
199.38333	4.19602
199.43333	4.19666
199.48333	4.19585
199.51667	4.19618
199.55000	4.19537
199.61667	4.19730
199.68333	4.19843
199.73333	4.19682
199.81667	4.19457
199.90000	4.19408
200.00000	4.19408
200.10000	4.19650
200.21667	4.19344
200.31667	4.19537
200.43333	4.19521
200.51667	4.19569
200.61667	4.19376
200.70000	4.19489
200.78333	4.19747
200.85000	4.19698
200.93333	4.19698
201.00000	4.19747
201.05000	4.19569
201.08333	4.19779
201.11667	4.19843
201.13333	4.19585
201.15000	4.19440
201.18333	4.19666
201.21667	4.19602
201.23333	4.19312
201.26667	4.19376
201.30000	4.19489
201.33333	4.19698
201.35000	4.19505
201.38333	4.19263
201.41667	4.19296
201.43333	4.19972
201.46667	4.19747
201.50000	4.19747
201.53333	4.19521
201.56667	4.19328
201.60000	4.19424
201.61667	4.19747
201.65000	4.19714
201.68333	4.19618
201.73333	4.19618
201.81667	4.19408
201.88333	4.19682
201.93333	4.19618
202.00000	4.19650
202.10000	4.19521
202.16667	4.19682
202.21667	4.18393
202.25000	4.17217
202.26667	4.16138
202.30000	4.15027
202.31667	4.10162
202.31667	4.04846
202.33333	3.98402
202.33333	3.97694
202.33333	3.95342
202.33333	3.95277
202.33333	3.91814
202.33333	3.87658
202.33333	3.86691
202.33333	3.86208
202.33333	3.92990
202.33333	3.95326
202.33333	3.96518
202.33333	3.95970
202.33333	3.94939
202.33333	3.94810
202.33333	3.94150
202.33333	3.94166
202.33333	3.93425
202.33333	3.93538
202.31667	3.93199
202.31667	3.94182
202.31667	3.95857
202.31667	3.97082
202.31667	3.97823
202.31667	4.00158
202.31667	4.01254
202.31667	3.99707
202.31667	3.91975
202.31667	3.81166
202.33333	3.91266
202.33333	3.91943
202.33333	4.07294
202.33333	4.12836
202.33333	4.13899
202.33333	4.10001
202.33333	4.09598
202.33333	4.07907
202.33333	4.07826
202.33333	4.00787
202.33333	4.09485
202.33333	4.13657
202.33333	4.15156
202.33333	4.10484
202.33333	4.00658
202.35000	3.94778
202.35000	3.89655
202.35000	3.88866
202.35000	3.90541
202.36667	3.93457
202.36667	3.92571
202.36667	3.92201
202.36667	3.97855
202.36667	4.00432
202.36667	3.98483
202.36667	3.98757
202.36667	3.96904
202.36667	3.97307
202.36667	3.98096
202.36667	4.04266
202.36667	4.05603
202.36667	4.03493
202.38333	3.90960
202.40000	3.69584
202.51667	2.84499
202.75000	1.35771
203.00000	0.45549
203.18333	0.30697
203.26667	0.45211
203.30000	0.67214
203.33333	0.69872
203.40000	1.79762
203.46667	2.93374
203.51667	2.92489
203.55000	2.90314
203.58333	2.86561
203.61667	2.86255
203.66667	2.68068
203.73333	2.58613
203.83333	2.53281
203.95000	2.28764
204.05000	2.54827
204.13333	2.69647
204.18333	2.53087
204.26667	2.06631
204.35000	1.33532
204.43333	0.73641
204.56667	0.36174
204.70000	0.21129
204.80000	0.17891
204.90000	0.16006
205.01667	0.16602
205.10000	0.18954
205.16667	0.18713
205.25000	0.30214
205.35000	0.53716
205.43333	1.29907
205.53333	1.65700
205.61667	1.54714
205.75000	1.64202
205.90000	1.55825
206.05000	1.88686
206.18333	2.22320
206.30000	2.27781
206.41667	2.17472
206.56667	2.15458
206.73333	2.22159
206.93333	2.23496
207.13333	2.26186
207.30000	2.22369
207.48333	2.17117
207.61667	2.19405
207.70000	2.21032
207.76667	2.23271
207.83333	2.22240
207.88333	2.19888
207.95000	2.15313
208.01667	2.11463
208.11667	2.01815
208.21667	1.84337
208.30000	1.68583
208.35000	1.56824
208.41667	1.36447
208.50000	1.18922
208.56667	0.90040
208.61667	0.58339
208.68333	0.33548
208.70000	0.27572
208.73333	0.28361
208.75000	0.26928
208.81667	0.32517
208.91667	0.34048
209.05000	0.40974
209.16667	0.15024
209.28333	0.04811
209.41667	0.03764
209.55000	0.03829
209.63333	0.01976
209.66667	0.04199
209.68333	0.04924
209.70000	0.10433
209.71667	0.50236
209.73333	0.99012
209.75000	0.99205
209.81667	0.96016
209.88333	0.91779
209.96667	0.99092
210.05000	0.97127
210.13333	0.89524
210.25000	0.68197
210.41667	0.22240
210.61667	0.06454
210.80000	0.03474
210.93333	0.03297
211.05000	0.01944
211.11667	0.01847
211.18333	0.00929
211.30000	0.02476
211.41667	1.15184
211.55000	1.33677
211.65000	1.32775
211.73333	1.31341
211.80000	1.30970
211.85000	1.30616
211.93333	1.29795
212.00000	1.26831
212.10000	1.23835
212.20000	1.23239
212.31667	1.24302
212.41667	1.23528
212.55000	1.21016
212.68333	1.20548
212.81667	1.20436
212.95000	1.20242
213.06667	1.20661
213.16667	1.20242
213.28333	1.19566
213.41667	1.17456
213.53333	1.09498
213.66667	0.50671
213.78333	0.05133
213.88333	0.01042
213.96667	0.29747
214.03333	0.02959
214.10000	0.02830
214.15000	0.02411
214.20000	0.02765
214.25000	0.03072
214.31667	0.00591
214.38333	0.53619
214.45000	0.00333
214.51667	0.00043
214.56667	0.97804
214.61667	0.94550
214.65000	0.89895
214.66667	0.81534
214.68333	0.46048
214.70000	0.27975
214.70000	0.22836
214.70000	0.22305
214.71667	0.23481
214.71667	0.29602
214.73333	0.30488
214.75000	0.33580
214.76667	0.33145
214.78333	0.29908
214.78333	0.26734
214.71667	0.19147
214.68333	0.14347
214.63333	0.12430
214.55000	0.42617
214.48333	0.70967
214.46667	0.75284
214.46667	0.74543
214.45000	0.71886
214.41667	0.69856
214.38333	0.63445
214.36667	0.56245
214.38333	0.56551
214.40000	0.61367
214.40000	0.64846
214.40000	0.66618
214.41667	0.65169
214.43333	0.64798
214.43333	0.64556
214.43333	0.67214
214.43333	0.67698
214.43333	0.64685
214.41667	0.62913
214.41667	0.61899
214.43333	0.60594
214.43333	0.59885
214.43333	0.59692
214.46667	0.60497
214.51667	0.65024
214.58333	0.26267
214.65000	0.02411
214.68333	0.02363
214.68333	0.02620
214.70000	0.02669
214.70000	0.31068
214.70000	0.48706
214.71667	0.00011
214.71667	0.00011
214.68333	0.21676
214.70000	0.02782
214.68333	0.02701
214.66667	0.02492
214.66667	0.02459
214.66667	0.02347
214.66667	0.02814
214.68333	0.01896
214.70000	0.17118
214.73333	0.00011
214.73333	0.00092
214.73333	0.32952
214.73333	0.29473
214.70000	0.25655
214.68333	0.18197
214.66667	0.11142
214.68333	0.04876
214.68333	0.03909
214.68333	0.01525
214.66667	0.02314
214.65000	0.02250
214.66667	0.00623
214.66667	0.02556
214.68333	0.02604
214.70000	0.06970
214.71667	0.16490
214.75000	0.00075
214.76667	0.00027
214.78333	0.27330
214.78333	0.28506
214.78333	0.27492
214.78333	0.28249
214.76667	0.27733
214.73333	0.27701
214.63333	0.08113
214.58333	0.00188
214.55000	0.01976
214.53333	0.02540
214.58333	0.02057
214.60000	0.02459
214.65000	0.02379
214.68333	0.02556
214.70000	0.05117
214.70000	0.19663
214.71667	0.00059
214.73333	0.00027
214.75000	0.15829
214.76667	0.15813
214.78333	0.15555
214.80000	0.14895
214.81667	0.14557
214.83333	0.13961
214.88333	0.12624
214.88333	0.11625
214.91667	0.10868
214.90000	0.10562
214.88333	0.09869
214.85000	0.08049
214.83333	0.20339
214.86667	0.01541
214.88333	0.01396
214.91667	0.01670
214.96667	0.01461
215.03333	0.01686
215.03333	0.01960
215.06667	0.02153
215.06667	0.02540
215.06667	0.03571
215.05000	0.00027
215.05000	0.00043
215.03333	0.03088
215.00000	0.02314
215.00000	0.02250
214.98333	0.02250
214.91667	0.02073
214.86667	0.02041
214.85000	0.02620
214.81667	0.01493
214.81667	0.01235
214.81667	0.01219
214.80000	0.01203
214.81667	0.01412
214.86667	0.01509
214.95000	0.00977
215.03333	0.01171
215.10000	0.01928
215.10000	0.02153
215.05000	0.02363
215.01667	0.02492
215.01667	0.02862
215.00000	0.02572
214.96667	0.02347
214.91667	0.02943
214.91667	0.02588
214.91667	0.02733
214.91667	0.02894
214.91667	0.02669
214.91667	0.02637
214.91667	0.02572
214.88333	0.02540
214.85000	0.02862
214.73333	0.02411
214.66667	0.01219
214.66667	0.01171
214.65000	0.01058
214.65000	0.01155
214.65000	0.01380
214.63333	0.01686
214.61667	0.01396
214.61667	0.01428
214.65000	0.01203
214.75000	0.01058
214.88333	0.01106
215.01667	0.01267
215.06667	0.00704
215.20000	0.01831
215.25000	0.02234
215.30000	0.00059
215.35000	0.00043
215.38333	0.02057
215.41667	0.02089
215.41667	0.02749
215.41667	0.03184
215.41667	0.03474
215.41667	0.03555
215.41667	0.03957
215.41667	0.03055
215.43333	0.01541
215.43333	0.00784
215.43333	0.00977
215.43333	0.00349
215.43333	0.00752
215.43333	0.00720
215.43333	0.00704
215.43333	0.00607
215.45000	0.00655
215.45000	0.00977
215.45000	0.01090
215.45000	0.00510
215.45000	0.00865
215.45000	0.00704
215.45000	0.00736
215.45000	0.00108
215.45000	0.00430
215.45000	0.00945
215.45000	0.00365
215.45000	0.00768
215.43333	0.00543
215.43333	0.00575
215.43333	0.01090
215.43333	0.01928
215.43333	0.03539
215.43333	-0.00053
215.43333	0.00059
215.43333	0.02073
215.43333	0.00446
215.43333	0.00253
215.45000	0.01235
215.43333	0.00285
215.45000	0.00156
215.45000	0.00478
215.45000	0.03313
215.45000	0.11399
215.45000	0.02314
215.45000	0.02363
215.45000	0.00043
215.46667	0.00011
215.46667	0.03603
215.48333	0.02395
215.65000	0.01912
215.81667	0.01380
215.88333	0.00349
215.93333	0.00365
215.93333	0.00414
215.93333	0.00446
215.93333	0.00639
215.96667	0.00059
215.96667	0.00381
215.93333	0.00349
215.96667	0.01235
216.00000	0.04956
216.03333	0.06229
216.05000	-0.00005
216.05000	0.00027
216.08333	0.06825
216.08333	0.07389
216.08333	0.07968
216.08333	0.08097
216.08333	0.08162
216.08333	0.08742
216.10000	0.06261
216.11667	0.02588
216.11667	0.00575
216.10000	0.00639
216.08333	0.00559
216.06667	0.00285
216.01667	0.00543
216.00000	0.00655
215.96667	0.00462
215.96667	0.00494
215.93333	0.01557
215.90000	0.10369
215.90000	0.00430
215.88333	0.00849
215.88333	0.06148
215.88333	0.06148
215.90000	0.00059
215.88333	0.00043
215.90000	0.10513
215.90000	0.12994
215.86667	0.14234
215.85000	0.14798
215.83333	0.15282
215.83333	0.15104
215.85000	0.13655
215.86667	0.11013
215.90000	0.06873
215.90000	0.05230
215.88333	0.03410
215.90000	0.00881
215.90000	0.00768
215.91667	0.01477
215.93333	0.00253
215.95000	0.00913
215.96667	0.00381
216.00000	0.00398
216.00000	0.00381
215.96667	0.00027
215.96667	0.00526
215.96667	0.00462
215.96667	0.00478
215.98333	0.01880
216.01667	0.21805
216.05000	0.00075
216.06667	0.00075
216.06667	0.14283
216.05000	0.22917
216.05000	0.23142
216.05000	0.23126
216.01667	0.23819
216.00000	0.23158
215.98333	0.24044
216.00000	0.24560
216.00000	0.24077
216.01667	0.23722
216.01667	0.23915
216.00000	0.24189
215.98333	0.24254
215.93333	0.24157
215.91667	0.24157
215.90000	0.22997
215.90000	0.23658
215.90000	0.23915
215.90000	0.25188
215.90000	0.25865
215.91667	0.26155
215.96667	0.27636
216.00000	0.28861
216.03333	0.29473
216.05000	0.30504
216.03333	0.29102
216.03333	0.30117
216.05000	0.29328
216.06667	0.29392
216.06667	0.29634
216.08333	0.28973
216.08333	0.28490
216.08333	0.29118
216.08333	0.30037
216.10000	0.31406
216.11667	0.32260
216.11667	0.32115
216.13333	0.32727
216.15000	0.33532
216.16667	0.34901
216.18333	0.35046
216.20000	0.35256
216.21667	0.34563
216.23333	0.32469
216.26667	0.29151
216.28333	0.24818
216.31667	0.17198
216.33333	0.01058
216.35000	0.00172
216.38333	0.00140
216.38333	0.00446
216.40000	0.00236
216.38333	0.00543
216.38333	0.00220
216.40000	0.04602
216.40000	0.35401
216.41667	0.00043
216.43333	0.00027
216.43333	0.38171
216.45000	0.38977
216.48333	0.39830
216.51667	0.40249
216.55000	0.41538
216.56667	0.41941
216.53333	0.42343
216.53333	0.41844
216.53333	0.43213
216.53333	0.43439
216.53333	0.43777
216.53333	0.44647
216.53333	0.44260
216.51667	0.44276
216.51667	0.44389
216.51667	0.44163
216.48333	0.44002
216.48333	0.44115
216.48333	0.44276
216.48333	0.43664
216.48333	0.42682
216.48333	0.43278
216.48333	0.43696
216.50000	0.45758
216.51667	0.46322
216.51667	0.47401
216.55000	0.48013
216.56667	0.47804
216.60000	0.48738
216.61667	0.48400
216.61667	0.49479
216.60000	0.51026
216.56667	0.49914
216.53333	0.49544
216.51667	0.49334
216.50000	0.50220
216.46667	0.50510
216.46667	0.51203
216.48333	0.51702
216.51667	0.51622
216.51667	0.53345
216.50000	0.53216
216.51667	0.54151
216.53333	0.55375
216.55000	0.55455
216.55000	0.55455
216.56667	0.56277
216.56667	0.56116
216.55000	0.56986
216.55000	0.57195
216.55000	0.57598
216.53333	0.57453
216.51667	0.57050
216.50000	0.58613
216.50000	0.58145
216.51667	0.58677
216.53333	0.58806
216.55000	0.59209
216.55000	0.59015
216.56667	0.59595
216.60000	0.58129
216.61667	0.52234
216.60000	0.56615
216.63333	0.57743
216.66667	0.56663
216.68333	0.56792
216.68333	0.60030
216.66667	0.61947
216.66667	0.63993
216.66667	0.63832
216.68333	0.64959
216.68333	0.64170
216.68333	0.64476
216.68333	0.65104
216.68333	0.64782
216.68333	0.66119
216.70000	0.67150
216.75000	0.68294
216.80000	0.66828
216.85000	0.55085
216.90000	0.36786
216.93333	0.23255
216.96667	0.07743
216.98333	0.01074
216.98333	0.00398
217.01667	0.00027
217.01667	0.00349
217.03333	0.00349
217.03333	0.00220
217.01667	0.00849
217.00000	0.27443
216.96667	0.00043
216.95000	0.00027
216.95000	0.68873
216.98333	0.70323
216.98333	0.69695
216.96667	0.68583
216.96667	0.68326
216.96667	0.66779
216.98333	0.66489
217.00000	0.66425
217.00000	0.61593
217.00000	0.32292
217.00000	0.20178
217.00000	0.03120
217.00000	0.00446
217.00000	0.00188
217.01667	-0.00070
217.00000	-0.00053
217.03333	0.00059
217.08333	0.00494
217.13333	0.23706
217.16667	0.00043
217.18333	-0.00166
217.21667	0.56583
217.26667	0.71676
217.30000	0.73915
217.31667	0.75268
217.33333	0.76187
217.36667	0.77427
217.38333	0.78989
217.38333	0.79279
217.38333	0.79843
217.40000	0.79601
217.43333	0.80439
217.43333	0.80697
217.43333	0.81502
217.45000	0.81067
217.45000	0.81679
217.45000	0.82646
217.45000	0.82340
217.48333	0.83290
217.45000	0.83484
217.45000	0.82549
217.41667	0.83016
217.41667	0.83548
217.46667	0.84160
217.51667	0.85288
217.55000	0.86222
217.61667	0.84949
217.68333	0.46999
217.70000	0.45742
217.73333	0.46531
217.76667	0.40507
217.78333	0.42150
217.81667	0.47095
217.88333	0.39540
217.91667	0.31953
217.96667	0.21596
218.01667	0.26444
218.05000	0.45146
218.08333	0.41731
218.13333	0.29489
218.15000	0.19003
218.15000	0.25623
218.15000	0.37720
218.13333	0.83951
218.13333	0.87043
218.11667	0.89057
218.11667	0.90007
218.11667	0.89637
218.11667	0.90040
218.13333	0.89186
218.16667	0.89911
218.20000	0.89202
218.21667	0.85191
218.28333	0.50639
218.38333	0.30214
218.53333	0.42891
218.61667	0.46032
218.63333	0.44228
218.68333	0.34257
218.73333	0.18423
218.80000	0.09241
218.90000	0.00994
218.98333	0.00285
219.06667	0.00381
219.10000	0.04215
219.15000	0.11512
219.20000	0.22305
219.23333	0.73239
219.23333	1.01976
219.26667	1.02846
219.35000	1.01815
219.43333	1.03136
219.55000	1.03667
219.70000	1.04038
219.86667	1.04392
220.05000	1.05375
220.20000	1.06148
220.33333	1.06228
220.50000	1.04086
220.63333	0.98625
220.80000	0.45500
221.00000	0.27524
221.18333	0.53748
221.30000	0.74270
221.40000	0.73964
221.50000	0.78748
221.58333	0.79054
221.68333	1.02362
221.76667	1.08403
221.85000	1.10851
221.91667	1.11270
222.00000	1.12092
222.10000	1.13090
222.21667	1.12655
222.38333	1.13799
222.60000	1.14798
222.83333	1.15346
223.03333	1.16103
223.20000	1.16199
223.35000	1.16070
223.46667	1.13670
223.56667	1.12849
223.66667	1.13992
223.75000	1.15249
223.81667	1.18245
223.88333	1.19550
223.95000	1.19743
224.03333	1.20323
224.11667	1.21096
224.20000	1.21386
224.26667	1.21451
224.33333	1.22175
224.40000	1.22030
224.48333	1.22659
224.55000	1.22916
224.63333	1.23673
224.68333	1.23657
224.76667	1.23899
224.85000	1.23963
224.90000	1.23947
224.96667	1.24302
225.03333	1.24302
225.08333	1.24447
225.13333	1.24640
225.16667	1.24173
225.21667	1.24769
225.25000	1.24350
225.30000	1.24833
225.33333	1.23963
225.40000	1.24269
225.46667	1.23126
225.55000	1.23013
225.65000	1.24704
225.75000	1.24785
225.83333	1.24366
225.88333	1.24189
225.95000	1.21934
226.03333	1.20178
226.10000	1.20291
226.16667	1.20581
226.21667	1.21000
226.28333	1.21950
226.36667	1.24366
226.46667	1.25043
226.58333	1.28087
226.70000	1.29553
226.78333	1.30197
226.85000	1.30729
226.93333	1.31373
227.01667	1.31260
227.06667	1.31454
227.13333	1.32195
227.18333	1.31196
227.23333	1.31760
227.28333	1.31695
227.33333	1.32050
227.36667	1.32920
227.38333	1.32662
227.41667	1.32356
227.45000	1.32356
227.50000	1.33032
227.55000	1.32597
227.60000	1.33258
227.63333	1.33371
227.68333	1.34418
227.78333	1.33516
227.90000	1.34853
227.98333	1.34353
228.05000	1.34273
228.10000	1.34595
228.11667	1.31985
228.15000	1.30036
228.20000	1.30745
228.33333	1.33483
228.50000	1.34708
228.65000	1.35159
228.76667	1.36286
228.81667	1.33628
228.81667	1.29907
228.81667	1.26573
228.83333	1.27346
228.85000	1.27910
228.86667	1.29795
228.88333	1.30842
229.00000	1.33242
229.15000	1.35883
229.26667	1.36834
229.36667	1.35287
229.55000	1.30262
229.70000	1.03780
229.85000	1.12559
229.98333	1.21273
230.11667	1.22852
230.25000	1.20259
230.38333	1.32162
230.50000	1.40088
230.61667	1.44179
230.73333	1.41392
230.81667	1.26331
230.90000	1.14476
230.98333	0.99817
231.03333	1.11592
231.10000	1.02282
231.18333	0.86367
231.28333	0.87430
231.38333	0.62913
231.50000	0.39218
231.61667	0.17537
231.71667	0.02910
231.78333	0.00704
231.86667	0.00623
231.93333	0.00623
232.03333	0.00349
232.11667	0.01541
232.18333	0.29102
232.23333	1.27652
232.35000	1.51074
232.48333	1.51992
232.55000	1.52475
232.63333	1.50848
232.71667	1.48722
232.85000	1.45355
232.95000	1.18615
233.00000	1.09096
233.03333	1.00188
233.10000	1.36753
233.16667	1.48899
233.23333	1.52346
233.30000	1.55761
233.43333	1.58805
233.55000	1.59820
233.60000	1.60207
233.68333	1.59724
233.78333	1.60481
233.88333	1.62092
233.95000	1.63509
234.01667	1.63880
234.05000	1.64298
234.08333	1.64669
234.11667	1.64234
234.15000	1.64427
234.18333	1.64717
234.25000	1.64604
234.30000	1.64733
234.38333	1.63783
234.45000	1.63187
234.50000	1.63767
234.55000	1.62639
234.61667	1.55825
234.66667	1.50091
234.70000	1.49592
234.76667	1.20548
234.85000	0.93342
234.93333	0.84804
234.98333	1.04891
235.05000	1.26670
235.05000	1.43680
235.10000	1.29714
235.13333	1.42343
235.16667	1.61802
235.20000	1.63284
235.25000	1.64653
235.28333	1.67729
235.31667	1.64347
235.36667	1.53619
235.43333	0.93390
235.48333	0.66216
235.50000	0.56341
235.51667	0.43116
235.56667	0.21177
235.61667	0.12785
235.68333	0.08291
235.75000	0.06132
235.78333	0.08806
235.80000	0.15008
235.81667	0.29086
235.81667	1.00188
235.81667	1.75494
235.81667	1.77797
235.81667	1.78377
235.81667	1.79279
235.81667	1.79650
235.80000	1.79295
235.85000	1.68519
235.91667	1.58612
235.91667	1.62446
235.91667	1.59869
235.95000	1.58048
235.96667	1.62688
235.98333	1.59160
236.03333	1.48851
236.03333	1.28135
236.03333	1.14669
236.03333	1.29730
236.08333	1.35400
236.08333	1.69936
236.08333	1.80922
236.15000	1.83435
236.25000	1.83805
236.33333	1.85126
236.33333	1.85610
236.33333	1.85883
236.35000	1.86222
236.36667	1.86125
236.35000	1.86222
236.36667	1.84949
236.36667	1.82017
236.36667	1.82485
236.38333	1.83338
236.40000	1.83999
236.40000	1.82420
236.40000	1.82871
236.43333	1.80246
236.43333	1.67665
236.43333	1.59514
236.45000	1.55825
236.46667	1.70532
236.48333	1.81744
236.53333	1.89266
236.56667	1.90281
236.58333	1.91473
236.61667	1.92375
236.66667	1.93003
236.73333	1.93019
236.78333	1.92649
236.85000	1.80922
236.86667	1.34788
236.88333	1.02991
236.93333	0.70549
236.95000	0.46934
236.96667	0.36303
236.98333	0.49785
237.00000	0.61093
237.00000	0.38075
237.00000	0.27894
237.00000	0.28555
237.00000	0.29392
237.01667	0.41602
237.01667	0.38284
237.03333	0.26332
237.03333	0.14605
237.03333	0.19663
237.03333	0.17214
237.03333	0.23545
237.03333	0.23432
237.06667	0.16554
237.06667	0.14718
237.06667	0.11271
237.06667	0.11029
237.05000	0.06100
236.90000	0.03378
236.10000	0.01235
235.21667	0.00961
233.96667	0.00365
233.88333	0.00317
